City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
293,Fort Nelson,CA,2021-12-31 11:48:09,58.8053,-122.7002,-13.41,77,90,2.3
294,Longyearbyen,SJ,2021-12-31 11:47:14,78.2186,15.6401,8.44,66,0,13.8
295,Rio Cuarto,AR,2021-12-31 11:48:11,-33.1307,-64.3499,71.67,60,40,5.75
296,Aksarka,RU,2021-12-31 11:48:12,66.5606,67.7975,-7.65,98,100,5.66
297,Golden,US,2021-12-31 11:48:13,39.7555,-105.2211,39.49,48,1,7.0
298,Salmas,IR,2021-12-31 11:43:43,38.1973,44.7653,25.79,66,12,2.53
299,Bridlington,GB,2021-12-31 11:48:14,54.0831,-0.1919,59.18,81,100,18.75
300,Slave Lake,CA,2021-12-31 11:48:14,55.2834,-114.769,-25.62,68,1,5.75
301,Sainte-Anne-Des-Monts,CA,2021-12-31 11:48:15,49.124,-66.4924,26.47,80,100,4.61
302,Kungurtug,RU,2021-12-31 11:48:15,50.5994,97.5228,-15.57,94,45,1.54
303,Kharan,PK,2021-12-31 11:45:14,28.5833,65.4167,59.47,54,80,5.28
304,Chernyshevskiy,RU,2021-12-31 11:48:16,63.0128,112.4714,-14.76,100,100,2.08
305,Merauke,ID,2021-12-31 11:46:05,-8.4667,140.3333,81.93,80,76,8.34
306,Hvide Sande,DK,2021-12-31 11:48:17,56.0045,8.1294,48.78,99,100,10.38
307,Thompson,CA,2021-12-31 11:48:18,55.7435,-97.8558,-14.64,76,90,3.44
308,Maneadero,MX,2021-12-31 11:48:19,31.7167,-116.5667,56.1,91,100,4.0
309,Balabac,PH,2021-12-31 11:48:19,7.9868,117.0645,80.67,81,71,24.9
310,Meget,RU,2021-12-31 11:46:33,52.415,104.0494,3.96,99,50,2.91
311,Guasdualito,VE,2021-12-31 11:48:20,7.2424,-70.7324,71.6,88,100,2.3
312,Ahuimanu,US,2021-12-31 11:48:21,21.4447,-157.8378,73.2,84,90,1.99
313,Rio Gallegos,AR,2021-12-31 11:48:22,-51.6226,-69.2181,50.05,53,75,16.11
314,Nueva Valencia,PH,2021-12-31 11:48:23,10.5108,122.5315,77.65,79,100,24.47
315,Ayan,RU,2021-12-31 11:48:23,56.45,138.1667,-14.64,79,26,9.82
316,Ovalle,CL,2021-12-31 11:48:24,-30.5983,-71.2003,66.15,73,7,5.01
317,Monte Aprazivel,BR,2021-12-31 11:48:24,-20.7725,-49.7142,72.25,72,58,2.86
318,Raudeberg,NO,2021-12-31 11:48:25,61.9875,5.1352,45.27,96,100,8.01
319,Mamallapuram,IN,2021-12-31 11:48:25,12.6264,80.1722,77.05,81,12,14.99
320,Tarko-Sale,RU,2021-12-31 11:49:26,64.9225,77.785,-31.7,100,100,4.14
321,Williamsburg,US,2021-12-31 11:49:27,37.2707,-76.7075,52.9,96,90,3.44
322,West Richland,US,2021-12-31 11:49:27,46.3043,-119.3614,21.45,77,90,0.0
323,Sarahan,IN,2021-12-31 11:49:28,31.5167,77.8,35.42,40,34,8.68
324,Binzhou,CN,2021-12-31 11:49:28,37.3667,118.0167,34.16,44,96,4.97
325,Atar,MR,2021-12-31 11:49:29,20.5169,-13.0499,82.89,13,0,15.84
326,Tasiilaq,GL,2021-12-31 11:49:29,65.6145,-37.6368,8.76,51,4,4.99
327,Vangaindrano,MG,2021-12-31 11:49:30,-23.35,47.6,83.62,73,62,13.38
328,Lagoa,PT,2021-12-31 11:49:31,39.05,-27.9833,58.35,67,64,29.26
329,Sur,OM,2021-12-31 11:49:31,22.5667,59.5289,75.27,64,80,13.62
330,Geraldton,AU,2021-12-31 11:47:31,-28.7667,114.6,73.81,78,1,20.71
331,Norman Wells,CA,2021-12-31 11:49:32,65.282,-126.8329,-43.56,66,20,0.0
332,Back Mountain,US,2021-12-31 11:49:33,41.3359,-75.9963,47.77,98,100,2.21
333,Udayagiri,IN,2021-12-31 11:49:33,20.1333,84.3833,64.47,79,71,1.3
334,Pafos,CY,2021-12-31 11:49:34,34.7667,32.4167,64.18,68,40,19.57
335,Aswan,EG,2021-12-31 11:49:34,24.0934,32.907,74.5,23,0,8.66
336,La Ronge,CA,2021-12-31 11:49:35,55.1001,-105.2842,-23.55,69,1,5.75
337,Kloulklubed,PW,2021-12-31 11:49:35,7.0419,134.2556,77.5,81,100,20.22
338,Ranong,TH,2021-12-31 11:49:36,9.9658,98.6348,82.33,80,82,9.53
339,Huntington,US,2021-12-31 11:49:37,38.4193,-82.4452,45.77,97,90,0.0
340,Cobija,BO,2021-12-31 11:49:37,-11.0267,-68.7692,77.65,83,99,4.63
341,Elizabeth City,US,2021-12-31 11:49:38,36.2946,-76.2511,55.42,98,90,1.01
342,Singapore,SG,2021-12-31 11:46:54,1.2897,103.8501,78.71,95,75,4.61
343,Buala,SB,2021-12-31 11:49:39,-8.145,159.5921,80.76,84,100,4.16
344,The Valley,AI,2021-12-31 11:49:39,18.217,-63.0578,79.11,61,20,8.05
345,Pushkino,RU,2021-12-31 11:49:40,56.0172,37.8667,23.49,96,94,7.34
346,Hay River,CA,2021-12-31 11:49:40,60.8156,-115.7999,-23.82,76,20,11.5
347,Bundaberg,AU,2021-12-31 11:49:41,-24.85,152.35,76.21,87,90,8.01
348,Gunjur,GM,2021-12-31 11:49:42,13.2019,-16.7339,86.07,20,0,16.11
349,Solnechnyy,RU,2021-12-31 11:49:42,50.7214,136.6319,1.56,71,100,17.96
350,Usakos,NA,2021-12-31 11:49:43,-22.0,15.6,90.95,9,0,16.11
351,Riyadh,SA,2021-12-31 11:46:39,24.6877,46.7219,60.94,54,52,12.8
352,Khilok,RU,2021-12-31 11:49:44,51.3674,110.4676,9.07,68,100,17.05
353,Dafeng,CN,2021-12-31 11:49:45,23.4517,108.5881,55.58,63,80,3.11
354,Souillac,MU,2021-12-31 11:49:45,-20.5167,57.5167,82.78,54,40,11.5
355,Masvingo,ZW,2021-12-31 11:49:46,-20.0637,30.8277,84.06,45,99,0.36
356,Coahuayana,MX,2021-12-31 11:49:47,18.7333,-103.6833,66.85,92,1,3.04
357,Huarmey,PE,2021-12-31 11:49:47,-10.0681,-78.1522,69.46,84,98,6.33
358,Cabo San Lucas,MX,2021-12-31 11:49:48,22.8909,-109.9124,72.52,82,79,5.99
359,Ulaangom,MN,2021-12-31 11:45:49,49.9811,92.0667,-14.73,94,98,4.45
360,Nome,US,2021-12-31 11:49:49,64.5011,-165.4064,-0.33,55,1,16.11
361,Maragogi,BR,2021-12-31 11:49:49,-9.0122,-35.2225,82.49,65,74,10.96
362,Santa Maria,BR,2021-12-31 11:49:50,-29.6842,-53.8069,76.3,65,0,5.75
363,Donskoye,RU,2021-12-31 11:49:50,45.4552,41.9741,51.93,58,100,2.53
364,Salinas,US,2021-12-31 11:49:51,36.6777,-121.6555,49.06,81,90,3.44
365,Bystrzyca Klodzka,PL,2021-12-31 11:49:51,50.3018,16.6423,53.37,96,98,8.41
366,Guymon,US,2021-12-31 11:49:52,36.6828,-101.4816,43.48,45,1,17.27
367,Acoyapa,NI,2021-12-31 11:49:52,11.9703,-85.1711,71.4,92,83,8.48
368,Lompoc,US,2021-12-31 11:49:53,34.6391,-120.4579,53.38,88,90,0.0
369,Muroto,JP,2021-12-31 11:50:54,33.2833,134.15,37.44,58,8,20.02
370,Malinovoye Ozero,RU,2021-12-31 11:50:55,51.6753,79.7825,4.33,86,100,6.04
371,Annamalainagar,IN,2021-12-31 11:50:55,11.4,79.7333,77.31,84,29,13.31
372,Libreville,GA,2021-12-31 11:50:46,0.3925,9.4537,84.22,74,40,5.75
373,Jatai,BR,2021-12-31 11:46:43,-17.8814,-51.7144,75.07,75,78,5.88
374,Kalmar,SE,2021-12-31 11:50:45,56.6616,16.3616,49.14,95,75,8.05
375,Coquimbo,CL,2021-12-31 11:47:51,-29.9533,-71.3436,62.33,88,90,2.3
376,Mokhsogollokh,RU,2021-12-31 11:50:58,61.4681,128.9203,-44.68,100,96,2.1
377,Mollendo,PE,2021-12-31 11:50:58,-17.0231,-72.0147,69.13,78,65,7.78
378,Tocopilla,CL,2021-12-31 11:50:59,-22.092,-70.1979,69.51,71,37,7.63
379,Goundam,ML,2021-12-31 11:50:59,16.4145,-3.6708,84.96,10,0,13.0
380,Wanaka,NZ,2021-12-31 11:51:00,-44.7,169.15,51.42,90,75,7.14
381,Sena Madureira,BR,2021-12-31 11:51:01,-9.0656,-68.6569,75.58,94,99,3.2
382,Santo Antonio Do Ica,BR,2021-12-31 11:51:01,-3.1022,-67.9397,76.3,90,95,0.51
383,Amapa,BR,2021-12-31 11:51:02,1.0,-52.0,76.53,87,100,3.4
384,Coolum Beach,AU,2021-12-31 11:51:02,-26.5333,153.1,77.11,83,93,13.49
385,Coihaique,CL,2021-12-31 11:50:20,-45.5752,-72.0662,49.95,76,90,4.61
386,Waitara,NZ,2021-12-31 11:51:03,-38.925,174.25,57.0,85,17,12.41
387,Haines Junction,CA,2021-12-31 11:51:04,60.7522,-137.5108,-16.65,76,93,2.3
388,Pangnirtung,CA,2021-12-31 11:51:05,66.1451,-65.7125,-4.2,63,79,6.42
389,Broome,US,2021-12-31 11:51:05,42.2506,-75.833,43.36,89,90,4.0
390,Kedrovyy,RU,2021-12-31 11:51:06,56.1667,91.8167,7.21,94,100,9.62
391,Portland,US,2021-12-31 11:48:54,45.5234,-122.6762,38.21,92,90,1.01
392,Hofn,IS,2021-12-31 11:51:07,64.2539,-15.2082,29.93,68,25,11.23
393,Foam Lake,CA,2021-12-31 11:51:07,51.65,-103.5343,-30.98,99,99,9.6
394,Dzheguta,RU,2021-12-31 11:51:08,43.9671,42.0426,39.72,77,43,0.89
395,Wuda,CN,2021-12-31 11:51:09,39.4994,106.7117,23.56,35,0,2.86
396,Acarau,BR,2021-12-31 11:51:09,-2.8856,-40.12,82.4,71,91,8.01
397,Bengkulu,ID,2021-12-31 11:51:10,-3.8004,102.2655,78.28,83,99,1.88
398,Ahome,MX,2021-12-31 11:51:11,25.9167,-109.1833,67.87,90,98,0.96
399,Komsomolskiy,UZ,2021-12-31 11:51:11,40.4272,71.7189,43.52,39,100,4.61
400,Alta Floresta,BR,2021-12-31 11:51:12,-9.8756,-56.0861,71.38,99,100,3.56
401,Khandbari,NP,2021-12-31 11:51:12,27.3747,87.2039,52.9,69,14,0.49
402,Methoni,GR,2021-12-31 11:51:13,36.8197,21.7049,66.22,57,0,13.89
403,Acari,PE,2021-12-31 11:51:14,-15.4311,-74.6158,73.11,78,98,3.36
404,Ponta Delgada,PT,2021-12-31 11:49:26,37.7333,-25.6667,61.52,72,40,28.77
405,San Ramon,US,2021-12-31 11:51:15,37.7799,-121.978,44.85,91,1,0.0
406,Sambava,MG,2021-12-31 11:51:16,-14.2667,50.1667,85.05,66,99,10.45
407,Darhan,MN,2021-12-31 11:51:17,49.4867,105.9228,6.76,98,100,2.53
408,Aitape,PG,2021-12-31 11:51:17,-3.1374,142.3475,79.72,84,100,5.26
409,Portel,BR,2021-12-31 11:51:18,-1.9356,-50.8211,79.9,82,74,4.03
410,Bartica,GY,2021-12-31 11:51:19,6.4,-58.6167,73.72,86,100,3.09
411,Dnestrovsc,MD,2021-12-31 11:51:20,46.6222,29.9133,32.36,100,100,4.16
412,Cuamba,MZ,2021-12-31 11:51:20,-14.8031,36.5372,89.02,41,91,3.76
413,Tiznit,MA,2021-12-31 11:51:21,29.5833,-9.5,73.96,16,7,6.46
414,Wad Madani,SD,2021-12-31 11:56:23,14.4012,33.5199,85.6,11,0,8.28
415,Loiza,PR,2021-12-31 11:56:24,18.4313,-65.8802,78.96,82,88,12.8
416,Eureka,US,2021-12-31 11:56:24,40.8021,-124.1637,39.92,95,86,4.88
417,Sungaipenuh,ID,2021-12-31 11:56:25,-2.0833,101.3833,66.34,99,99,1.14
418,Belaya Gora,RU,2021-12-31 11:56:25,68.5333,146.4167,-26.64,98,100,1.99
419,Zhaoyang,CN,2021-12-31 11:56:26,42.682,126.0305,-5.17,91,3,1.79
420,Champerico,GT,2021-12-31 11:56:26,14.3,-91.9167,78.04,79,7,4.45
421,Axim,GH,2021-12-31 11:56:27,4.8699,-2.2405,85.95,65,88,6.6
422,La Rioja,ES,2021-12-31 11:56:28,42.25,-2.5,52.05,31,25,0.43
423,Puerto Quijarro,BO,2021-12-31 11:56:28,-17.7833,-57.7667,79.72,79,100,2.64
424,Bardsir,IR,2021-12-31 11:56:29,29.9227,56.5743,51.85,35,16,22.03
425,Ponferrada,ES,2021-12-31 11:56:30,42.5466,-6.5962,63.1,61,26,1.95
426,Ulladulla,AU,2021-12-31 11:56:31,-35.35,150.4667,70.88,87,0,10.71
427,Tianpeng,CN,2021-12-31 11:56:31,30.9866,103.9393,41.47,75,94,2.62
428,Port Washington,US,2021-12-31 11:56:32,40.8257,-73.6982,48.92,89,100,3.96
429,Farrukhnagar,IN,2021-12-31 11:56:32,17.0778,78.2011,78.51,48,24,8.3
430,Ust-Ishim,RU,2021-12-31 11:56:33,57.6935,71.1665,3.74,95,91,5.57
431,Date,JP,2021-12-31 11:56:33,42.4681,140.8681,17.4,79,98,22.35
432,Nola,IT,2021-12-31 11:56:34,40.922,14.5329,71.37,39,0,1.68
433,Bogotol,RU,2021-12-31 11:56:34,56.2078,89.5342,3.4,94,100,14.18
434,Nongan,CN,2021-12-31 11:56:35,44.382,125.1685,-5.39,90,2,1.57
435,Svetlyy,RU,2021-12-31 11:56:35,54.675,20.1347,44.65,99,100,11.25
436,Troitsko-Pechorsk,RU,2021-12-31 11:56:36,62.7084,56.1964,9.0,94,100,8.55
437,Sao Filipe,CV,2021-12-31 11:56:36,14.8961,-24.4956,78.85,55,99,4.41
438,Bonthe,SL,2021-12-31 11:56:37,7.5264,-12.505,89.58,55,26,3.87
439,Altay,CN,2021-12-31 11:56:38,47.8667,88.1167,5.92,65,20,7.38
440,Muros,ES,2021-12-31 11:56:38,42.7762,-9.0603,64.85,62,95,17.56
441,Waipawa,NZ,2021-12-31 11:56:39,-41.4122,175.5153,60.46,84,98,4.38
442,Huainan,CN,2021-12-31 11:52:50,32.6264,116.9969,43.77,27,100,7.67
443,Lazaro Cardenas,MX,2021-12-31 11:56:40,17.9583,-102.2,69.1,84,1,3.98
444,Wakkanai,JP,2021-12-31 11:56:40,45.4094,141.6739,15.01,66,100,14.97
445,Laguna De Duero,ES,2021-12-31 11:56:41,41.5815,-4.7233,56.98,59,0,3.44
446,Ornskoldsvik,SE,2021-12-31 11:56:42,63.2909,18.7153,20.35,100,75,1.14
447,Talcahuano,CL,2021-12-31 11:56:33,-36.7167,-73.1167,51.48,76,0,4.61
448,Newport,GB,2021-12-31 11:56:45,51.5877,-2.9984,59.16,89,98,17.22
449,Qui Nhon,VN,2021-12-31 11:56:45,13.7667,109.2333,72.88,85,54,16.64
450,Salinopolis,BR,2021-12-31 11:52:18,-0.6136,-47.3561,80.26,86,98,12.3
451,Seoul,KR,2021-12-31 11:53:04,37.5683,126.9778,20.71,45,0,8.05
452,Les Cayes,HT,2021-12-31 11:56:47,18.2,-73.75,73.47,81,24,3.4
453,Nouadhibou,MR,2021-12-31 11:56:48,20.931,-17.0347,73.38,35,0,8.05
454,Innisfail,AU,2021-12-31 11:56:48,-17.5333,146.0333,76.3,87,55,2.8
455,Mossendjo,CG,2021-12-31 11:56:49,-2.9506,12.7261,81.25,68,96,3.62
456,Norden,DE,2021-12-31 11:56:49,53.6,7.2,54.97,96,90,26.06
457,North Bay,CA,2021-12-31 11:57:50,46.3168,-79.4663,24.78,91,90,6.91
458,Comodoro Rivadavia,AR,2021-12-31 11:54:49,-45.8667,-67.5,64.26,36,0,17.27
459,Kandi,BJ,2021-12-31 11:57:52,11.1342,2.9386,91.18,10,1,6.04
460,Bure,ET,2021-12-31 11:57:52,10.7,37.0667,73.6,40,83,6.96
461,Taltal,CL,2021-12-31 11:57:53,-25.4,-70.4833,65.19,82,92,2.77
462,Akhmim,EG,2021-12-31 11:57:53,26.5622,31.745,74.86,23,39,15.37
463,San Patricio,US,2021-12-31 11:57:54,28.017,-97.5169,75.29,96,68,6.44
464,Collie,AU,2021-12-31 11:57:54,-33.3667,116.15,66.97,51,25,8.39
465,Dubai,AE,2021-12-31 11:56:15,25.2582,55.3047,80.22,73,20,4.61
466,Dakar,SN,2021-12-31 11:57:55,14.6937,-17.4441,86.88,20,0,9.22
467,Genhe,CN,2021-12-31 11:57:56,50.7833,121.5167,-19.1,98,59,1.05
468,Jardim,BR,2021-12-31 11:57:56,-21.4803,-56.1381,81.36,63,0,2.62
469,Evensk,RU,2021-12-31 11:57:57,61.95,159.2333,-7.55,82,32,11.74
470,Tura,IN,2021-12-31 11:57:57,25.5198,90.2201,59.76,63,0,4.45
471,Moree,AU,2021-12-31 11:57:58,-29.4667,149.85,77.02,47,58,10.36
472,Carauari,BR,2021-12-31 11:57:59,-4.8828,-66.8958,75.74,91,99,0.98
473,Kirensk,RU,2021-12-31 11:58:00,57.7853,108.1119,-0.58,87,100,10.42
474,Nitra,SK,2021-12-31 11:58:01,48.3076,18.0845,61.86,75,66,4.94
475,Wuwei,CN,2021-12-31 11:58:02,37.9281,102.6414,26.58,31,45,3.67
476,Bathsheba,BB,2021-12-31 11:58:03,13.2167,-59.5167,79.41,69,40,13.8
477,Brightwater,NZ,2021-12-31 11:58:03,-41.3833,173.1167,64.11,79,65,8.19
478,Zabaykalsk,RU,2021-12-31 11:58:04,49.6333,117.3167,-5.33,89,100,4.99
479,Yashkul,RU,2021-12-31 11:58:05,46.1711,45.3435,45.99,70,96,7.65
480,Oriximina,BR,2021-12-31 11:58:06,-1.7656,-55.8661,77.86,85,93,2.33
481,Qaqortoq,GL,2021-12-31 11:58:06,60.7167,-46.0333,12.45,58,68,6.85
482,Port Hardy,CA,2021-12-31 11:58:07,50.6996,-127.4199,32.0,93,20,6.91
483,Betera,ES,2021-12-31 11:58:07,39.5833,-0.45,72.63,43,0,3.44
484,Nicoya,CR,2021-12-31 11:58:08,10.1483,-85.452,70.14,92,59,0.65
485,Bontang,ID,2021-12-31 11:58:08,0.1333,117.5,79.92,82,95,9.84
486,Okhotsk,RU,2021-12-31 11:58:09,59.3833,143.3,-21.37,76,0,16.67
487,Vila Franca Do Campo,PT,2021-12-31 11:58:09,37.7167,-25.4333,61.21,77,96,22.84
488,Boa Vista,BR,2021-12-31 11:55:59,2.8197,-60.6733,76.98,78,75,6.91
489,Ballina,AU,2021-12-31 11:58:10,-28.8667,153.5667,73.36,82,75,10.36
490,Miram Shah,PK,2021-12-31 11:58:11,33.0086,70.0697,53.6,22,99,3.65
491,Lensk,RU,2021-12-31 11:57:43,60.7253,114.9278,4.6,91,100,10.71
492,Pisco,PE,2021-12-31 11:58:12,-13.7,-76.2167,66.25,88,100,4.61
493,Altamont,US,2021-12-31 11:58:13,42.2068,-121.7372,8.35,99,78,1.9
494,Saint-Joseph,RE,2021-12-31 11:58:14,-21.3667,55.6167,83.21,72,36,10.38
495,Cockburn Town,TC,2021-12-31 11:56:30,21.4612,-71.1419,78.08,68,0,17.98
496,Sompeta,IN,2021-12-31 11:58:15,18.9333,84.6,72.39,74,12,8.28
497,Shizunai,JP,2021-12-31 11:58:15,42.3339,142.3669,19.26,68,100,19.6
498,Tukrah,LY,2021-12-31 11:58:16,32.5341,20.5791,61.48,72,75,26.24
499,Lavrentiya,RU,2021-12-31 11:58:00,65.5833,-171.0,-18.62,95,30,10.02
500,Skjervoy,NO,2021-12-31 11:59:17,70.0311,20.9714,27.75,68,55,5.3
501,Boueni,YT,2021-12-31 11:59:18,-12.9025,45.0761,85.98,67,94,0.56
502,Ovre Ardal,NO,2021-12-31 11:59:19,61.3167,7.8,38.88,100,100,8.48
503,Mana,GF,2021-12-31 11:59:20,5.6592,-53.7767,77.97,85,86,11.14
504,San Juan,AR,2021-12-31 11:57:30,-31.5375,-68.5364,79.25,26,0,4.03
505,La Asuncion,VE,2021-12-31 11:59:21,11.0333,-63.8628,73.13,100,33,4.61
506,Lomovka,RU,2021-12-31 11:59:21,53.9194,58.3672,5.92,99,89,1.34
507,Kassala,SD,2021-12-31 11:56:28,15.451,36.4,87.24,20,1,8.25
508,Orcopampa,PE,2021-12-31 11:59:22,-15.2661,-72.3417,51.85,58,55,5.73
509,Garissa,KE,2021-12-31 11:59:23,-0.4536,39.6401,91.9,37,38,7.14
510,Camopi,GF,2021-12-31 11:59:23,3.1655,-52.3158,75.72,94,100,4.56
511,Mount Gambier,AU,2021-12-31 11:59:24,-37.8333,140.7667,64.31,72,2,4.61
512,Beira,MZ,2021-12-31 11:59:25,-19.8436,34.8389,89.69,66,20,17.0
513,Stornoway,GB,2021-12-31 11:59:25,58.2093,-6.3865,44.56,94,40,1.01
514,Manyana,BW,2021-12-31 11:59:26,-23.4,21.7167,95.92,10,9,9.55
515,Cloquet,US,2021-12-31 11:59:26,46.7216,-92.4594,12.38,88,100,6.91
516,Klaksvik,FO,2021-12-31 11:59:27,62.2266,-6.589,38.32,62,100,15.93
517,Sungurlu,TR,2021-12-31 11:59:27,40.1675,34.3739,47.57,53,40,2.68
518,Maniitsoq,GL,2021-12-31 11:59:28,65.4167,-52.9,13.78,63,100,6.69
519,Sindi,IN,2021-12-31 11:59:28,20.8,78.8667,74.28,51,9,6.42
520,Gimbi,ET,2021-12-31 11:59:29,9.1667,35.8333,70.38,46,56,1.48
521,Kabanjahe,ID,2021-12-31 11:59:29,3.1001,98.4908,65.16,98,100,1.12
522,Agboville,CI,2021-12-31 11:59:30,5.928,-4.2132,91.98,48,23,2.59
523,Bosobolo,CD,2021-12-31 11:59:30,4.1833,19.9,96.17,24,86,4.12
524,Dekernes,EG,2021-12-31 11:59:31,31.0876,31.595,60.19,70,100,9.57
525,Luis Correia,BR,2021-12-31 11:59:31,-2.8792,-41.6669,82.4,89,75,9.22
526,Omboue,GA,2021-12-31 11:59:32,-1.5746,9.2618,82.42,74,58,10.69
527,Muravlenko,RU,2021-12-31 11:59:16,63.7898,74.523,1.92,97,100,7.02
528,Rio Verde De Mato Grosso,BR,2021-12-31 11:59:33,-18.9181,-54.8442,78.78,78,99,4.23
529,Plettenberg Bay,ZA,2021-12-31 11:59:34,-34.0527,23.3716,70.09,71,1,14.9
530,Basco,PH,2021-12-31 11:59:34,20.4487,121.9702,73.96,69,100,25.57
531,Tabou,CI,2021-12-31 11:59:35,4.423,-7.3528,83.23,73,48,7.94
532,Alofi,NU,2021-12-31 11:58:55,-19.0595,-169.9187,76.89,88,94,3.44
533,Presidente Franco,PY,2021-12-31 11:59:36,-25.5333,-54.6167,77.52,88,0,10.36
534,Mayumba,GA,2021-12-31 11:59:36,-3.432,10.6554,80.29,80,61,7.25
535,Ofaqim,IL,2021-12-31 11:59:37,31.3141,34.6203,68.7,44,100,11.14
536,Dzaoudzi,YT,2021-12-31 11:59:37,-12.7887,45.2699,85.89,70,20,5.75
537,Sattahip,TH,2021-12-31 11:59:38,12.6664,100.9007,86.99,78,20,2.3
538,Moron,AR,2021-12-31 11:59:38,-34.6534,-58.6198,80.01,75,2,4.0
539,Leningradskiy,RU,2021-12-31 11:59:39,69.3833,178.4167,-23.31,97,83,6.22
540,Potenza,IT,2021-12-31 11:59:40,40.6443,15.8086,61.83,53,0,4.36
541,Svetlaya,RU,2021-12-31 11:59:40,46.5389,138.3297,-0.9,62,70,14.81
542,Antofagasta,CL,2021-12-31 11:59:09,-23.65,-70.4,65.48,78,57,3.27
543,Savannah Bight,HN,2021-12-31 11:59:41,16.45,-85.85,79.0,78,33,18.32
544,Havre-Saint-Pierre,CA,2021-12-31 11:59:42,50.2334,-63.5986,28.4,93,90,3.44
545,Dalvik,IS,2021-12-31 11:59:42,65.9702,-18.5286,13.93,69,11,8.05
546,Hambantota,LK,2021-12-31 11:59:43,6.1241,81.1185,80.67,78,72,16.08
547,Sumbe,AO,2021-12-31 11:59:43,-11.2061,13.8437,77.61,82,96,2.84
548,Ouro Preto Do Oeste,BR,2021-12-31 11:59:44,-10.7481,-62.2158,75.29,94,100,6.24
549,Sangar,RU,2021-12-31 11:59:44,63.9242,127.4739,-33.2,90,100,9.24
550,Shimoda,JP,2021-12-31 12:00:45,34.6667,138.95,40.55,45,4,21.23
551,Kaspiyskiy,RU,2021-12-31 12:00:45,45.3929,47.3707,42.28,77,97,12.21
552,Vallenar,CL,2021-12-31 12:00:46,-28.5708,-70.7581,61.86,83,56,6.11
553,Falam,MM,2021-12-31 12:00:46,22.9167,93.6833,50.88,76,0,1.39
554,Bagdarin,RU,2021-12-31 12:00:48,54.4333,113.6,-3.89,99,100,0.67
555,Lodja,CD,2021-12-31 12:00:48,-3.4833,23.4333,75.06,85,100,3.76
556,Tocache,PE,2021-12-31 12:00:49,-8.1842,-76.5125,71.69,93,86,0.56
557,Flinders,AU,2021-12-31 12:00:49,-34.5833,150.8552,74.21,75,0,10.65
558,Padang,ID,2021-12-31 12:00:50,-0.9492,100.3543,78.3,89,100,2.06
559,Nioro,GM,2021-12-31 12:00:50,13.35,-15.75,94.6,8,52,13.4
560,Shu,KZ,2021-12-31 12:00:51,43.5983,73.7614,32.23,71,100,5.17
561,Sirsi,IN,2021-12-31 12:00:51,14.6167,74.85,76.01,59,71,8.28
562,Yar-Sale,RU,2021-12-31 12:00:52,66.8333,70.8333,-15.68,99,100,7.67
563,Kadyy,RU,2021-12-31 12:00:52,57.787,43.1903,13.26,95,99,6.53
564,Nelson Bay,AU,2021-12-31 12:00:53,-32.7167,152.15,73.0,74,0,1.99
565,Yarada,IN,2021-12-31 12:00:54,17.65,83.2667,77.32,69,20,9.22
566,Jabinyanah,TN,2021-12-31 12:00:55,35.035,10.9081,65.5,57,0,17.9
567,Jinchang,CN,2021-12-31 12:00:55,38.4953,102.1739,25.63,30,11,2.66
568,Jacareacanga,BR,2021-12-31 12:00:56,-6.2222,-57.7528,76.77,92,99,0.54
569,Grand-Santi,GF,2021-12-31 12:00:56,4.25,-54.3833,74.07,97,99,3.11
